transaction_id,account_id,customer_id,booking_date,direction,amount,currency,counterparty_id,counterparty_name,category,running_balance,synthetic_flag
TXN-00002-0014,ACC-00002,CUS-00002,2026-04-21,IN,99799000,VND,CP-00029,DOI TAC MOCK 029,SALES_RECEIPT,964372000,True
TXN-00002-0015,ACC-00002,CUS-00002,2026-04-22,OUT,35130000,VND,CP-00030,DOI TAC MOCK 030,OPERATING_PAYMENT,929242000,True
TXN-00002-0016,ACC-00002,CUS-00002,2026-04-23,IN,130217000,VND,CP-00031,DOI TAC MOCK 031,SALES_RECEIPT,1059459000,True
TXN-00002-0017,ACC-00002,CUS-00002,2026-04-24,IN,88211000,VND,CP-00032,DOI TAC MOCK 032,SALES_RECEIPT,1147670000,True
TXN-00002-0018,ACC-00002,CUS-00002,2026-04-25,OUT,76922000,VND,CP-00033,DOI TAC MOCK 033,OPERATING_PAYMENT,1070748000,True
TXN-00002-0019,ACC-00002,CUS-00002,2026-04-26,IN,7187000,VND,CP-00034,DOI TAC MOCK 034,SALES_RECEIPT,1077935000,True
TXN-00002-0020,ACC-00002,CUS-00002,2026-04-27,IN,127611000,VND,CP-00035,DOI TAC MOCK 035,SALES_RECEIPT,1205546000,True
TXN-00002-0021,ACC-00002,CUS-00002,2026-04-28,OUT,150748000,VND,CP-00036,DOI TAC MOCK 036,OPERATING_PAYMENT,1054798000,True
TXN-00002-0022,ACC-00002,CUS-00002,2026-04-29,IN,150153000,VND,CP-00037,DOI TAC MOCK 037,SALES_RECEIPT,1204951000,True
TXN-00002-0023,ACC-00002,CUS-00002,2026-04-30,IN,119094000,VND,CP-00038,DOI TAC MOCK 038,SALES_RECEIPT,1324045000,True
TXN-00002-0024,ACC-00002,CUS-00002,2026-05-01,OUT,8652000,VND,CP-00039,DOI TAC MOCK 039,OPERATING_PAYMENT,1315393000,True
TXN-00002-0025,ACC-00002,CUS-00002,2026-05-02,IN,79854000,VND,CP-00040,DOI TAC MOCK 040,SALES_RECEIPT,1395247000,True
TXN-00002-0026,ACC-00002,CUS-00002,2026-05-03,IN,156961000,VND,CP-00041,DOI TAC MOCK 041,SALES_RECEIPT,1552208000,True
TXN-00002-0027,ACC-00002,CUS-00002,2026-05-04,OUT,111974000,VND,CP-00042,DOI TAC MOCK 042,OPERATING_PAYMENT,1440234000,True
TXN-00002-0028,ACC-00002,CUS-00002,2026-05-05,IN,142010000,VND,CP-00043,DOI TAC MOCK 043,SALES_RECEIPT,1582244000,True
TXN-00002-0029,ACC-00002,CUS-00002,2026-05-06,IN,53849000,VND,CP-00044,DOI TAC MOCK 044,SALES_RECEIPT,1636093000,True
TXN-00002-0030,ACC-00002,CUS-00002,2026-05-07,OUT,149536000,VND,CP-00045,DOI TAC MOCK 045,OPERATING_PAYMENT,1486557000,True
TXN-00002-0031,ACC-00002,CUS-00002,2026-05-08,IN,117751000,VND,CP-00046,DOI TAC MOCK 046,SALES_RECEIPT,1604308000,True
TXN-00002-0032,ACC-00002,CUS-00002,2026-05-09,IN,131236000,VND,CP-00047,DOI TAC MOCK 047,SALES_RECEIPT,1735544000,True
TXN-00002-0033,ACC-00002,CUS-00002,2026-05-10,OUT,47664000,VND,CP-00048,DOI TAC MOCK 048,OPERATING_PAYMENT,1687880000,True
TXN-00002-0034,ACC-00002,CUS-00002,2026-05-11,IN,47063000,VND,CP-00049,DOI TAC MOCK 049,SALES_RECEIPT,1734943000,True
TXN-00002-0035,ACC-00002,CUS-00002,2026-05-12,IN,132928000,VND,CP-00050,DOI TAC MOCK 050,SALES_RECEIPT,1867871000,True
TXN-00002-0036,ACC-00002,CUS-00002,2026-05-13,OUT,43732000,VND,CP-00051,DOI TAC MOCK 051,OPERATING_PAYMENT,1824139000,True
TXN-00002-0037,ACC-00002,CUS-00002,2026-05-14,IN,122465000,VND,CP-00052,DOI TAC MOCK 052,SALES_RECEIPT,1946604000,True
TXN-00002-0038,ACC-00002,CUS-00002,2026-05-15,IN,8702000,VND,CP-00053,DOI TAC MOCK 053,SALES_RECEIPT,1955306000,True
TXN-00002-0039,ACC-00002,CUS-00002,2026-05-16,OUT,8100000,VND,CP-00054,DOI TAC MOCK 054,OPERATING_PAYMENT,1947206000,True
TXN-00002-0040,ACC-00002,CUS-00002,2026-05-17,IN,48195000,VND,CP-00055,DOI TAC MOCK 055,SALES_RECEIPT,1995401000,True
TXN-00002-0041,ACC-00002,CUS-00002,2026-05-18,IN,108129000,VND,CP-00056,DOI TAC MOCK 056,SALES_RECEIPT,2103530000,True
TXN-00002-0042,ACC-00002,CUS-00002,2026-05-19,OUT,82466000,VND,CP-00057,DOI TAC MOCK 057,OPERATING_PAYMENT,2021064000,True
TXN-00002-0043,ACC-00002,CUS-00002,2026-05-20,IN,122245000,VND,CP-00058,DOI TAC MOCK 058,SALES_RECEIPT,2143309000,True
TXN-00002-0044,ACC-00002,CUS-00002,2026-05-21,IN,96938000,VND,CP-00059,DOI TAC MOCK 059,SALES_RECEIPT,2240247000,True
TXN-00002-0045,ACC-00002,CUS-00002,2026-05-22,OUT,35252000,VND,CP-00060,DOI TAC MOCK 060,OPERATING_PAYMENT,2204995000,True
TXN-00002-0046,ACC-00002,CUS-00002,2026-05-23,IN,57355000,VND,CP-00061,DOI TAC MOCK 061,SALES_RECEIPT,2262350000,True
TXN-00002-0047,ACC-00002,CUS-00002,2026-05-24,IN,151481000,VND,CP-00062,DOI TAC MOCK 062,SALES_RECEIPT,2413831000,True
TXN-00002-0048,ACC-00002,CUS-00002,2026-05-25,OUT,102024000,VND,CP-00063,DOI TAC MOCK 063,OPERATING_PAYMENT,2311807000,True
TXN-00002-0049,ACC-00002,CUS-00002,2026-05-26,IN,8150000,VND,CP-00064,DOI TAC MOCK 064,SALES_RECEIPT,2319957000,True
TXN-00002-0050,ACC-00002,CUS-00002,2026-05-27,IN,63500000,VND,CP-00065,DOI TAC MOCK 065,SALES_RECEIPT,2383457000,True
TXN-00002-0051,ACC-00002,CUS-00002,2026-05-28,OUT,70750000,VND,CP-00066,DOI TAC MOCK 066,OPERATING_PAYMENT,2312707000,True
TXN-00002-0052,ACC-00002,CUS-00002,2026-05-29,IN,23040000,VND,CP-00067,DOI TAC MOCK 067,SALES_RECEIPT,2335747000,True
TXN-00002-0053,ACC-00002,CUS-00002,2026-05-30,IN,55635000,VND,CP-00068,DOI TAC MOCK 068,SALES_RECEIPT,2391382000,True
TXN-00002-0054,ACC-00002,CUS-00002,2026-05-31,OUT,93770000,VND,CP-00069,DOI TAC MOCK 069,OPERATING_PAYMENT,2297612000,True
TXN-00002-0055,ACC-00002,CUS-00002,2026-06-01,IN,68926000,VND,CP-00070,DOI TAC MOCK 070,SALES_RECEIPT,2366538000,True
TXN-00002-0056,ACC-00002,CUS-00002,2026-06-02,IN,22584000,VND,CP-00071,DOI TAC MOCK 071,SALES_RECEIPT,2389122000,True
TXN-00002-0057,ACC-00002,CUS-00002,2026-06-03,OUT,27986000,VND,CP-00072,DOI TAC MOCK 072,OPERATING_PAYMENT,2361136000,True
TXN-00002-0058,ACC-00002,CUS-00002,2026-06-04,IN,47930000,VND,CP-00073,DOI TAC MOCK 073,SALES_RECEIPT,2409066000,True
TXN-00002-0059,ACC-00002,CUS-00002,2026-06-05,IN,63499000,VND,CP-00074,DOI TAC MOCK 074,SALES_RECEIPT,2472565000,True
TXN-00002-0060,ACC-00002,CUS-00002,2026-06-06,OUT,21240000,VND,CP-00075,DOI TAC MOCK 075,OPERATING_PAYMENT,2451325000,True
TXN-00002-0061,ACC-00002,CUS-00002,2026-06-07,IN,145197000,VND,CP-00076,DOI TAC MOCK 076,SALES_RECEIPT,2596522000,True
TXN-00002-0062,ACC-00002,CUS-00002,2026-06-08,IN,41704000,VND,CP-00077,DOI TAC MOCK 077,SALES_RECEIPT,2638226000,True
TXN-00002-0063,ACC-00002,CUS-00002,2026-06-09,OUT,38228000,VND,CP-00078,DOI TAC MOCK 078,OPERATING_PAYMENT,2599998000,True
TXN-00002-0064,ACC-00002,CUS-00002,2026-06-10,IN,69429000,VND,CP-00079,DOI TAC MOCK 079,SALES_RECEIPT,2669427000,True
TXN-00002-0065,ACC-00002,CUS-00002,2026-06-11,IN,118819000,VND,CP-00080,DOI TAC MOCK 080,SALES_RECEIPT,2788246000,True
TXN-00002-0066,ACC-00002,CUS-00002,2026-06-12,OUT,159625000,VND,CP-00081,DOI TAC MOCK 081,OPERATING_PAYMENT,2628621000,True
TXN-00002-0067,ACC-00002,CUS-00002,2026-06-13,IN,19141000,VND,CP-00082,DOI TAC MOCK 082,SALES_RECEIPT,2647762000,True
TXN-00002-0068,ACC-00002,CUS-00002,2026-06-14,IN,26175000,VND,CP-00083,DOI TAC MOCK 083,SALES_RECEIPT,2673937000,True
TXN-00002-0069,ACC-00002,CUS-00002,2026-06-15,OUT,110476000,VND,CP-00084,DOI TAC MOCK 084,OPERATING_PAYMENT,2563461000,True
TXN-00002-0070,ACC-00002,CUS-00002,2026-06-16,IN,22201000,VND,CP-00085,DOI TAC MOCK 085,SALES_RECEIPT,2585662000,True
TXN-00002-0071,ACC-00002,CUS-00002,2026-06-17,IN,62611000,VND,CP-00086,DOI TAC MOCK 086,SALES_RECEIPT,2648273000,True
TXN-00002-0072,ACC-00002,CUS-00002,2026-06-18,OUT,145673000,VND,CP-00087,DOI TAC MOCK 087,OPERATING_PAYMENT,2502600000,True
TXN-00002-0073,ACC-00002,CUS-00002,2026-06-19,IN,154064000,VND,CP-00088,DOI TAC MOCK 088,SALES_RECEIPT,2656664000,True
TXN-00002-0074,ACC-00002,CUS-00002,2026-06-20,IN,138769000,VND,CP-00089,DOI TAC MOCK 089,SALES_RECEIPT,2795433000,True
TXN-00002-0075,ACC-00002,CUS-00002,2026-06-21,OUT,129738000,VND,CP-00090,DOI TAC MOCK 090,OPERATING_PAYMENT,2665695000,True
TXN-00002-0076,ACC-00002,CUS-00002,2026-06-22,IN,91279000,VND,CP-00091,DOI TAC MOCK 091,SALES_RECEIPT,2756974000,True
TXN-00002-0077,ACC-00002,CUS-00002,2026-06-23,IN,156436000,VND,CP-00092,DOI TAC MOCK 092,SALES_RECEIPT,2913410000,True
TXN-00002-0078,ACC-00002,CUS-00002,2026-06-24,OUT,118819000,VND,CP-00093,DOI TAC MOCK 093,OPERATING_PAYMENT,2794591000,True
TXN-00002-0079,ACC-00002,CUS-00002,2026-06-25,IN,121732000,VND,CP-00094,DOI TAC MOCK 094,SALES_RECEIPT,2916323000,True
TXN-00002-0080,ACC-00002,CUS-00002,2026-06-26,IN,77417000,VND,CP-00095,DOI TAC MOCK 095,SALES_RECEIPT,2993740000,True
TXN-00002-0081,ACC-00002,CUS-00002,2026-06-27,OUT,55707000,VND,CP-00096,DOI TAC MOCK 096,OPERATING_PAYMENT,2938033000,True
TXN-00002-0082,ACC-00002,CUS-00002,2026-06-28,IN,115503000,VND,CP-00097,DOI TAC MOCK 097,SALES_RECEIPT,3053536000,True
TXN-00002-0083,ACC-00002,CUS-00002,2026-06-29,IN,155920000,VND,CP-00098,DOI TAC MOCK 098,SALES_RECEIPT,3209456000,True
TXN-00002-0084,ACC-00002,CUS-00002,2026-06-30,OUT,2520083000,VND,CP-SETTLEMENT,DOI TAC MOCK SETTLEMENT,SETTLEMENT_ADJUSTMENT,689373000,True
TXN-00003-0001,ACC-00003,CUS-00003,2026-03-22,IN,123456000,VND,CP-00023,DOI TAC MOCK 023,SALES_RECEIPT,-198979000,True
TXN-00003-0002,ACC-00003,CUS-00003,2026-03-23,IN,132045000,VND,CP-00024,DOI TAC MOCK 024,SALES_RECEIPT,-66934000,True
TXN-00003-0003,ACC-00003,CUS-00003,2026-03-24,OUT,132386000,VND,CP-00025,DOI TAC MOCK 025,OPERATING_PAYMENT,-199320000,True
TXN-00003-0004,ACC-00003,CUS-00003,2026-03-25,IN,45004000,VND,CP-00026,DOI TAC MOCK 026,SALES_RECEIPT,-154316000,True
TXN-00003-0005,ACC-00003,CUS-00003,2026-03-26,IN,23642000,VND,CP-00027,DOI TAC MOCK 027,SALES_RECEIPT,-130674000,True
TXN-00003-0006,ACC-00003,CUS-00003,2026-03-27,OUT,85266000,VND,CP-00028,DOI TAC MOCK 028,OPERATING_PAYMENT,-215940000,True
TXN-00003-0007,ACC-00003,CUS-00003,2026-03-28,IN,28709000,VND,CP-00029,DOI TAC MOCK 029,SALES_RECEIPT,-187231000,True
TXN-00003-0008,ACC-00003,CUS-00003,2026-03-29,IN,46271000,VND,CP-00030,DOI TAC MOCK 030,SALES_RECEIPT,-140960000,True
TXN-00003-0009,ACC-00003,CUS-00003,2026-03-30,OUT,92883000,VND,CP-00031,DOI TAC MOCK 031,OPERATING_PAYMENT,-233843000,True
TXN-00003-0010,ACC-00003,CUS-00003,2026-03-31,IN,87479000,VND,CP-00032,DOI TAC MOCK 032,SALES_RECEIPT,-146364000,True
TXN-00003-0011,ACC-00003,CUS-00003,2026-04-01,IN,67632000,VND,CP-00033,DOI TAC MOCK 033,SALES_RECEIPT,-78732000,True
TXN-00003-0012,ACC-00003,CUS-00003,2026-04-02,OUT,15497000,VND,CP-00034,DOI TAC MOCK 034,OPERATING_PAYMENT,-94229000,True
TXN-00003-0013,ACC-00003,CUS-00003,2026-04-03,IN,77308000,VND,CP-00035,DOI TAC MOCK 035,SALES_RECEIPT,-16921000,True
TXN-00003-0014,ACC-00003,CUS-00003,2026-04-04,IN,150269000,VND,CP-00036,DOI TAC MOCK 036,SALES_RECEIPT,133348000,True
TXN-00003-0015,ACC-00003,CUS-00003,2026-04-05,OUT,48906000,VND,CP-00037,DOI TAC MOCK 037,OPERATING_PAYMENT,84442000,True
TXN-00003-0016,ACC-00003,CUS-00003,2026-04-06,IN,123413000,VND,CP-00038,DOI TAC MOCK 038,SALES_RECEIPT,207855000,True
TXN-00003-0017,ACC-00003,CUS-00003,2026-04-07,IN,56982000,VND,CP-00039,DOI TAC MOCK 039,SALES_RECEIPT,264837000,True
TXN-00003-0018,ACC-00003,CUS-00003,2026-04-08,OUT,92350000,VND,CP-00040,DOI TAC MOCK 040,OPERATING_PAYMENT,172487000,True
TXN-00003-0019,ACC-00003,CUS-00003,2026-04-09,IN,148366000,VND,CP-00041,DOI TAC MOCK 041,SALES_RECEIPT,320853000,True
TXN-00003-0020,ACC-00003,CUS-00003,2026-04-10,IN,94697000,VND,CP-00042,DOI TAC MOCK 042,SALES_RECEIPT,415550000,True
TXN-00003-0021,ACC-00003,CUS-00003,2026-04-11,OUT,130253000,VND,CP-00043,DOI TAC MOCK 043,OPERATING_PAYMENT,285297000,True
TXN-00003-0022,ACC-00003,CUS-00003,2026-04-12,IN,81451000,VND,CP-00044,DOI TAC MOCK 044,SALES_RECEIPT,366748000,True
TXN-00003-0023,ACC-00003,CUS-00003,2026-04-13,IN,78956000,VND,CP-00045,DOI TAC MOCK 045,SALES_RECEIPT,445704000,True
TXN-00003-0024,ACC-00003,CUS-00003,2026-04-14,OUT,113150000,VND,CP-00046,DOI TAC MOCK 046,OPERATING_PAYMENT,332554000,True
TXN-00003-0025,ACC-00003,CUS-00003,2026-04-15,IN,105675000,VND,CP-00047,DOI TAC MOCK 047,SALES_RECEIPT,438229000,True
